order_id,order_date,channel,sku_id,sku_name,category,quantity,revenue,cost_price,total_cost,fee_rate,platform_fee,net_profit,net_margin_pct
ORD00794,2026-07-17,Shopee,SKU006,Trà hoa đậu biếc,An thần,1,34200.0,8800,8800,0.13,4446.0,20954.0,61.3
ORD00795,2026-07-17,Zalo/Fanpage,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,1,34600.0,9800,9800,0.0,0.0,24800.0,71.7
ORD00796,2026-07-17,Đại lý,SKU004,Trà cà leo gai giảm cân,Detox,1,52600.0,15000,15000,0.0,0.0,37600.0,71.5
ORD00797,2026-07-17,Shopee,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,3,110600.0,9800,29400,0.13,14378.0,66822.0,60.4
ORD00798,2026-07-17,Zalo/Fanpage,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,3,103100.0,9800,29400,0.0,0.0,73700.0,71.5
ORD00799,2026-07-17,Zalo/Fanpage,SKU005,Trà hoa cúc an thần,An thần,2,76500.0,9500,19000,0.0,0.0,57500.0,75.2
ORD00800,2026-07-17,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,1,52900.0,15000,15000,0.13,6877.0,31023.0,58.6
ORD00801,2026-07-18,TikTok Shop,SKU002,Trà lá nam sen ổi,Thanh lọc,3,88300.0,8500,25500,0.16,14128.0,48672.0,55.1
ORD00802,2026-07-18,Zalo/Fanpage,SKU006,Trà hoa đậu biếc,An thần,2,62800.0,8800,17600,0.0,0.0,45200.0,72.0
ORD00803,2026-07-18,TikTok Shop,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,2,68000.0,9800,19600,0.16,10880.0,37520.0,55.2
ORD00804,2026-07-18,TikTok Shop,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,1,34400.0,9800,9800,0.16,5504.0,19096.0,55.5
ORD00805,2026-07-18,Shopee,SKU003,Trà diếp cá rau má,Detox,1,39400.0,10500,10500,0.13,5122.0,23778.0,60.4
ORD00806,2026-07-18,Zalo/Fanpage,SKU001,Trà atiso thanh lọc,Thanh lọc,3,104300.0,9000,27000,0.0,0.0,77300.0,74.1
ORD00807,2026-07-18,Zalo/Fanpage,SKU003,Trà diếp cá rau má,Detox,1,39900.0,10500,10500,0.0,0.0,29400.0,73.7
ORD00808,2026-07-18,Shopee,SKU001,Trà atiso thanh lọc,Thanh lọc,1,35200.0,9000,9000,0.13,4576.0,21624.0,61.4
ORD00809,2026-07-18,Zalo/Fanpage,SKU001,Trà atiso thanh lọc,Thanh lọc,2,70000.0,9000,18000,0.0,0.0,52000.0,74.3
ORD00810,2026-07-18,Đại lý,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,2,73200.0,9800,19600,0.0,0.0,53600.0,73.2
ORD00811,2026-07-18,Shopee,SKU003,Trà diếp cá rau má,Detox,2,84600.0,10500,21000,0.13,10998.0,52602.0,62.2
ORD00812,2026-07-18,TikTok Shop,SKU006,Trà hoa đậu biếc,An thần,1,31900.0,8800,8800,0.16,5104.0,17996.0,56.4
ORD00813,2026-07-18,Shopee,SKU007,Trà gừng mật ong,Giữ ấm,1,36900.0,11000,11000,0.13,4797.0,21103.0,57.2
ORD00814,2026-07-18,Shopee,SKU002,Trà lá nam sen ổi,Thanh lọc,1,30000.0,8500,8500,0.13,3900.0,17600.0,58.7
ORD00815,2026-07-18,Shopee,SKU006,Trà hoa đậu biếc,An thần,2,69600.0,8800,17600,0.13,9048.0,42952.0,61.7
ORD00816,2026-07-18,Đại lý,SKU003,Trà diếp cá rau má,Detox,2,85500.0,10500,21000,0.0,0.0,64500.0,75.4
ORD00817,2026-07-18,Zalo/Fanpage,SKU005,Trà hoa cúc an thần,An thần,3,106900.0,9500,28500,0.0,0.0,78400.0,73.3
ORD00818,2026-07-18,Zalo/Fanpage,SKU002,Trà lá nam sen ổi,Thanh lọc,1,30600.0,8500,8500,0.0,0.0,22100.0,72.2
ORD00819,2026-07-18,Đại lý,SKU004,Trà cà leo gai giảm cân,Detox,2,109900.0,15000,30000,0.0,0.0,79900.0,72.7
ORD00820,2026-07-18,Zalo/Fanpage,SKU002,Trà lá nam sen ổi,Thanh lọc,1,30500.0,8500,8500,0.0,0.0,22000.0,72.1
ORD00821,2026-07-18,Shopee,SKU003,Trà diếp cá rau má,Detox,2,85000.0,10500,21000,0.13,11050.0,52950.0,62.3
ORD00822,2026-07-18,Shopee,SKU003,Trà diếp cá rau má,Detox,2,78100.0,10500,21000,0.13,10153.0,46947.0,60.1
ORD00823,2026-07-18,Zalo/Fanpage,SKU006,Trà hoa đậu biếc,An thần,2,64100.0,8800,17600,0.0,0.0,46500.0,72.5
ORD00824,2026-07-18,Shopee,SKU002,Trà lá nam sen ổi,Thanh lọc,1,32900.0,8500,8500,0.13,4277.0,20123.0,61.2
ORD00825,2026-07-18,TikTok Shop,SKU002,Trà lá nam sen ổi,Thanh lọc,2,62200.0,8500,17000,0.16,9952.0,35248.0,56.7
ORD00826,2026-07-18,Zalo/Fanpage,SKU002,Trà lá nam sen ổi,Thanh lọc,3,94100.0,8500,25500,0.0,0.0,68600.0,72.9
ORD00827,2026-07-19,Shopee,SKU003,Trà diếp cá rau má,Detox,1,40700.0,10500,10500,0.13,5291.0,24909.0,61.2
ORD00828,2026-07-19,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,1,55700.0,15000,15000,0.13,7241.0,33459.0,60.1
ORD00829,2026-07-19,TikTok Shop,SKU002,Trà lá nam sen ổi,Thanh lọc,3,95400.0,8500,25500,0.16,15264.0,54636.0,57.3
ORD00830,2026-07-19,Shopee,SKU003,Trà diếp cá rau má,Detox,2,81100.0,10500,21000,0.13,10543.0,49557.0,61.1
ORD00831,2026-07-19,Zalo/Fanpage,SKU002,Trà lá nam sen ổi,Thanh lọc,1,32400.0,8500,8500,0.0,0.0,23900.0,73.8
ORD00832,2026-07-19,Zalo/Fanpage,SKU004,Trà cà leo gai giảm cân,Detox,2,109500.0,15000,30000,0.0,0.0,79500.0,72.6
ORD00833,2026-07-19,Đại lý,SKU006,Trà hoa đậu biếc,An thần,1,33100.0,8800,8800,0.0,0.0,24300.0,73.4
ORD00834,2026-07-19,Shopee,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,3,99800.0,9800,29400,0.13,12974.0,57426.0,57.5
ORD00835,2026-07-19,TikTok Shop,SKU004,Trà cà leo gai giảm cân,Detox,2,109400.0,15000,30000,0.16,17504.0,61896.0,56.6
ORD00836,2026-07-19,TikTok Shop,SKU002,Trà lá nam sen ổi,Thanh lọc,2,60100.0,8500,17000,0.16,9616.0,33484.0,55.7
ORD00837,2026-07-19,Đại lý,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,1,33600.0,9800,9800,0.0,0.0,23800.0,70.8
ORD00838,2026-07-19,Shopee,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,2,67800.0,9800,19600,0.13,8814.0,39386.0,58.1
ORD00839,2026-07-19,Zalo/Fanpage,SKU002,Trà lá nam sen ổi,Thanh lọc,2,60700.0,8500,17000,0.0,0.0,43700.0,72.0
ORD00840,2026-07-19,Đại lý,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,1,33500.0,9800,9800,0.0,0.0,23700.0,70.7
ORD00841,2026-07-19,TikTok Shop,SKU004,Trà cà leo gai giảm cân,Detox,1,53700.0,15000,15000,0.16,8592.0,30108.0,56.1
ORD00842,2026-07-19,Đại lý,SKU001,Trà atiso thanh lọc,Thanh lọc,3,103800.0,9000,27000,0.0,0.0,76800.0,74.0
ORD00843,2026-07-19,TikTok Shop,SKU004,Trà cà leo gai giảm cân,Detox,2,103000.0,15000,30000,0.16,16480.0,56520.0,54.9
ORD00844,2026-07-20,TikTok Shop,SKU006,Trà hoa đậu biếc,An thần,1,34700.0,8800,8800,0.16,5552.0,20348.0,58.6
ORD00845,2026-07-20,TikTok Shop,SKU002,Trà lá nam sen ổi,Thanh lọc,1,32500.0,8500,8500,0.16,5200.0,18800.0,57.8
ORD00846,2026-07-20,Zalo/Fanpage,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,1,34600.0,9800,9800,0.0,0.0,24800.0,71.7
ORD00847,2026-07-20,TikTok Shop,SKU005,Trà hoa cúc an thần,An thần,1,35700.0,9500,9500,0.16,5712.0,20488.0,57.4
ORD00848,2026-07-20,Shopee,SKU005,Trà hoa cúc an thần,An thần,3,113600.0,9500,28500,0.13,14768.0,70332.0,61.9
ORD00849,2026-07-20,Shopee,SKU007,Trà gừng mật ong,Giữ ấm,1,39800.0,11000,11000,0.13,5174.0,23626.0,59.4
ORD00850,2026-07-20,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,1,56000.0,15000,15000,0.13,7280.0,33720.0,60.2
ORD00851,2026-07-20,Shopee,SKU007,Trà gừng mật ong,Giữ ấm,1,38200.0,11000,11000,0.13,4966.0,22234.0,58.2
ORD00852,2026-07-20,Zalo/Fanpage,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,3,100500.0,9800,29400,0.0,0.0,71100.0,70.7
ORD00853,2026-07-20,Zalo/Fanpage,SKU001,Trà atiso thanh lọc,Thanh lọc,3,101700.0,9000,27000,0.0,0.0,74700.0,73.5
ORD00854,2026-07-20,Zalo/Fanpage,SKU002,Trà lá nam sen ổi,Thanh lọc,2,63100.0,8500,17000,0.0,0.0,46100.0,73.1
ORD00855,2026-07-20,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,2,110200.0,15000,30000,0.13,14326.0,65874.0,59.8
ORD00856,2026-07-20,Zalo/Fanpage,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,1,35200.0,9800,9800,0.0,0.0,25400.0,72.2
ORD00857,2026-07-20,Shopee,SKU003,Trà diếp cá rau má,Detox,2,81000.0,10500,21000,0.13,10530.0,49470.0,61.1
ORD00858,2026-07-20,Zalo/Fanpage,SKU005,Trà hoa cúc an thần,An thần,2,70200.0,9500,19000,0.0,0.0,51200.0,72.9
ORD00859,2026-07-20,Shopee,SKU007,Trà gừng mật ong,Giữ ấm,1,37900.0,11000,11000,0.13,4927.0,21973.0,58.0
ORD00860,2026-07-20,TikTok Shop,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,3,101700.0,9800,29400,0.16,16272.0,56028.0,55.1
ORD00861,2026-07-20,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,2,108900.0,15000,30000,0.13,14157.0,64743.0,59.5
ORD00862,2026-07-20,Shopee,SKU001,Trà atiso thanh lọc,Thanh lọc,1,34100.0,9000,9000,0.13,4433.0,20667.0,60.6
ORD00863,2026-07-21,Shopee,SKU007,Trà gừng mật ong,Giữ ấm,2,78500.0,11000,22000,0.13,10205.0,46295.0,59.0
ORD00864,2026-07-21,Shopee,SKU007,Trà gừng mật ong,Giữ ấm,1,40100.0,11000,11000,0.13,5213.0,23887.0,59.6
ORD00865,2026-07-21,TikTok Shop,SKU003,Trà diếp cá rau má,Detox,2,77700.0,10500,21000,0.16,12432.0,44268.0,57.0
ORD00866,2026-07-21,Zalo/Fanpage,SKU007,Trà gừng mật ong,Giữ ấm,1,40600.0,11000,11000,0.0,0.0,29600.0,72.9
ORD00867,2026-07-21,TikTok Shop,SKU005,Trà hoa cúc an thần,An thần,1,37700.0,9500,9500,0.16,6032.0,22168.0,58.8
ORD00868,2026-07-21,TikTok Shop,SKU007,Trà gừng mật ong,Giữ ấm,3,110500.0,11000,33000,0.16,17680.0,59820.0,54.1
ORD00869,2026-07-21,Đại lý,SKU006,Trà hoa đậu biếc,An thần,2,68600.0,8800,17600,0.0,0.0,51000.0,74.3
ORD00870,2026-07-21,Shopee,SKU005,Trà hoa cúc an thần,An thần,1,37900.0,9500,9500,0.13,4927.0,23473.0,61.9
ORD00871,2026-07-21,Zalo/Fanpage,SKU002,Trà lá nam sen ổi,Thanh lọc,2,64900.0,8500,17000,0.0,0.0,47900.0,73.8
ORD00872,2026-07-21,TikTok Shop,SKU003,Trà diếp cá rau má,Detox,1,41800.0,10500,10500,0.16,6688.0,24612.0,58.9
ORD00873,2026-07-21,Zalo/Fanpage,SKU004,Trà cà leo gai giảm cân,Detox,1,50600.0,15000,15000,0.0,0.0,35600.0,70.4
ORD00874,2026-07-21,Đại lý,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,1,35300.0,9800,9800,0.0,0.0,25500.0,72.2
ORD00875,2026-07-21,TikTok Shop,SKU003,Trà diếp cá rau má,Detox,3,117400.0,10500,31500,0.16,18784.0,67116.0,57.2
ORD00876,2026-07-21,Shopee,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,3,103200.0,9800,29400,0.13,13416.0,60384.0,58.5
ORD00877,2026-07-21,Shopee,SKU005,Trà hoa cúc an thần,An thần,3,108600.0,9500,28500,0.13,14118.0,65982.0,60.8
ORD00878,2026-07-21,Shopee,SKU006,Trà hoa đậu biếc,An thần,1,34300.0,8800,8800,0.13,4459.0,21041.0,61.3
ORD00879,2026-07-21,Zalo/Fanpage,SKU006,Trà hoa đậu biếc,An thần,3,97400.0,8800,26400,0.0,0.0,71000.0,72.9
ORD00880,2026-07-22,Zalo/Fanpage,SKU006,Trà hoa đậu biếc,An thần,1,32300.0,8800,8800,0.0,0.0,23500.0,72.8
ORD00881,2026-07-22,Shopee,SKU003,Trà diếp cá rau má,Detox,1,41300.0,10500,10500,0.13,5369.0,25431.0,61.6
ORD00882,2026-07-22,Đại lý,SKU007,Trà gừng mật ong,Giữ ấm,1,40000.0,11000,11000,0.0,0.0,29000.0,72.5
ORD00883,2026-07-22,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,2,112200.0,15000,30000,0.13,14586.0,67614.0,60.3
ORD00884,2026-07-22,TikTok Shop,SKU004,Trà cà leo gai giảm cân,Detox,1,55700.0,15000,15000,0.16,8912.0,31788.0,57.1
ORD00885,2026-07-22,Zalo/Fanpage,SKU002,Trà lá nam sen ổi,Thanh lọc,1,31100.0,8500,8500,0.0,0.0,22600.0,72.7
ORD00886,2026-07-22,Zalo/Fanpage,SKU007,Trà gừng mật ong,Giữ ấm,2,80300.0,11000,22000,0.0,0.0,58300.0,72.6
ORD00887,2026-07-22,Shopee,SKU005,Trà hoa cúc an thần,An thần,1,37700.0,9500,9500,0.13,4901.0,23299.0,61.8
ORD00888,2026-07-22,Shopee,SKU003,Trà diếp cá rau má,Detox,1,40600.0,10500,10500,0.13,5278.0,24822.0,61.1
ORD00889,2026-07-22,Zalo/Fanpage,SKU004,Trà cà leo gai giảm cân,Detox,2,104800.0,15000,30000,0.0,0.0,74800.0,71.4
ORD00890,2026-07-22,Zalo/Fanpage,SKU005,Trà hoa cúc an thần,An thần,3,112200.0,9500,28500,0.0,0.0,83700.0,74.6
ORD00891,2026-07-22,Đại lý,SKU001,Trà atiso thanh lọc,Thanh lọc,1,34100.0,9000,9000,0.0,0.0,25100.0,73.6
ORD00892,2026-07-23,Shopee,SKU003,Trà diếp cá rau má,Detox,1,42700.0,10500,10500,0.13,5551.0,26649.0,62.4
ORD00893,2026-07-23,Shopee,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,1,34700.0,9800,9800,0.13,4511.0,20389.0,58.8
ORD00894,2026-07-23,TikTok Shop,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,2,67400.0,9800,19600,0.16,10784.0,37016.0,54.9
ORD00895,2026-07-23,Zalo/Fanpage,SKU002,Trà lá nam sen ổi,Thanh lọc,1,31200.0,8500,8500,0.0,0.0,22700.0,72.8
ORD00896,2026-07-23,TikTok Shop,SKU002,Trà lá nam sen ổi,Thanh lọc,3,88900.0,8500,25500,0.16,14224.0,49176.0,55.3
ORD00897,2026-07-23,TikTok Shop,SKU003,Trà diếp cá rau má,Detox,1,41300.0,10500,10500,0.16,6608.0,24192.0,58.6
ORD00898,2026-07-23,Shopee,SKU006,Trà hoa đậu biếc,An thần,1,31800.0,8800,8800,0.13,4134.0,18866.0,59.3
ORD00899,2026-07-23,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,2,112900.0,15000,30000,0.13,14677.0,68223.0,60.4
ORD00900,2026-07-23,Shopee,SKU001,Trà atiso thanh lọc,Thanh lọc,1,35000.0,9000,9000,0.13,4550.0,21450.0,61.3
ORD00901,2026-07-23,Đại lý,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,2,67700.0,9800,19600,0.0,0.0,48100.0,71.0
ORD00902,2026-07-23,TikTok Shop,SKU005,Trà hoa cúc an thần,An thần,1,35900.0,9500,9500,0.16,5744.0,20656.0,57.5
ORD00903,2026-07-23,Zalo/Fanpage,SKU003,Trà diếp cá rau má,Detox,1,40400.0,10500,10500,0.0,0.0,29900.0,74.0
ORD00904,2026-07-23,TikTok Shop,SKU002,Trà lá nam sen ổi,Thanh lọc,1,30500.0,8500,8500,0.16,4880.0,17120.0,56.1
ORD00905,2026-07-23,Shopee,SKU006,Trà hoa đậu biếc,An thần,2,66500.0,8800,17600,0.13,8645.0,40255.0,60.5
ORD00906,2026-07-23,Shopee,SKU005,Trà hoa cúc an thần,An thần,1,36400.0,9500,9500,0.13,4732.0,22168.0,60.9
ORD00907,2026-07-23,Đại lý,SKU004,Trà cà leo gai giảm cân,Detox,1,51600.0,15000,15000,0.0,0.0,36600.0,70.9
ORD00908,2026-07-23,Đại lý,SKU007,Trà gừng mật ong,Giữ ấm,1,37800.0,11000,11000,0.0,0.0,26800.0,70.9
ORD00909,2026-07-23,Zalo/Fanpage,SKU001,Trà atiso thanh lọc,Thanh lọc,3,96900.0,9000,27000,0.0,0.0,69900.0,72.1
ORD00910,2026-07-23,TikTok Shop,SKU002,Trà lá nam sen ổi,Thanh lọc,3,95200.0,8500,25500,0.16,15232.0,54468.0,57.2
ORD00911,2026-07-23,Shopee,SKU007,Trà gừng mật ong,Giữ ấm,1,40200.0,11000,11000,0.13,5226.0,23974.0,59.6
ORD00912,2026-07-24,Shopee,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,3,100600.0,9800,29400,0.13,13078.0,58122.0,57.8
ORD00913,2026-07-24,Zalo/Fanpage,SKU001,Trà atiso thanh lọc,Thanh lọc,1,33800.0,9000,9000,0.0,0.0,24800.0,73.4
ORD00914,2026-07-24,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,2,109700.0,15000,30000,0.13,14261.0,65439.0,59.7
ORD00915,2026-07-24,Shopee,SKU005,Trà hoa cúc an thần,An thần,1,36200.0,9500,9500,0.13,4706.0,21994.0,60.8
ORD00916,2026-07-24,TikTok Shop,SKU005,Trà hoa cúc an thần,An thần,1,37600.0,9500,9500,0.16,6016.0,22084.0,58.7
ORD00917,2026-07-24,Zalo/Fanpage,SKU004,Trà cà leo gai giảm cân,Detox,1,53700.0,15000,15000,0.0,0.0,38700.0,72.1
ORD00918,2026-07-24,TikTok Shop,SKU003,Trà diếp cá rau má,Detox,1,40900.0,10500,10500,0.16,6544.0,23856.0,58.3
ORD00919,2026-07-24,TikTok Shop,SKU006,Trà hoa đậu biếc,An thần,2,69800.0,8800,17600,0.16,11168.0,41032.0,58.8
ORD00920,2026-07-24,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,1,50800.0,15000,15000,0.13,6604.0,29196.0,57.5
ORD00921,2026-07-24,TikTok Shop,SKU003,Trà diếp cá rau má,Detox,2,80300.0,10500,21000,0.16,12848.0,46452.0,57.8
ORD00922,2026-07-24,Shopee,SKU005,Trà hoa cúc an thần,An thần,1,38500.0,9500,9500,0.13,5005.0,23995.0,62.3
ORD00923,2026-07-24,TikTok Shop,SKU002,Trà lá nam sen ổi,Thanh lọc,1,32200.0,8500,8500,0.16,5152.0,18548.0,57.6
ORD00924,2026-07-24,Shopee,SKU006,Trà hoa đậu biếc,An thần,1,33700.0,8800,8800,0.13,4381.0,20519.0,60.9
ORD00925,2026-07-24,TikTok Shop,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,1,35000.0,9800,9800,0.16,5600.0,19600.0,56.0
ORD00926,2026-07-24,Shopee,SKU002,Trà lá nam sen ổi,Thanh lọc,1,32400.0,8500,8500,0.13,4212.0,19688.0,60.8
ORD00927,2026-07-24,Shopee,SKU005,Trà hoa cúc an thần,An thần,2,76100.0,9500,19000,0.13,9893.0,47207.0,62.0
ORD00928,2026-07-24,Shopee,SKU006,Trà hoa đậu biếc,An thần,1,31300.0,8800,8800,0.13,4069.0,18431.0,58.9
ORD00929,2026-07-24,Shopee,SKU005,Trà hoa cúc an thần,An thần,1,36500.0,9500,9500,0.13,4745.0,22255.0,61.0
ORD00930,2026-07-24,Shopee,SKU005,Trà hoa cúc an thần,An thần,3,106000.0,9500,28500,0.13,13780.0,63720.0,60.1
ORD00931,2026-07-25,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,2,104500.0,15000,30000,0.13,13585.0,60915.0,58.3
ORD00932,2026-07-25,Shopee,SKU007,Trà gừng mật ong,Giữ ấm,2,79300.0,11000,22000,0.13,10309.0,46991.0,59.3
ORD00933,2026-07-25,Zalo/Fanpage,SKU001,Trà atiso thanh lọc,Thanh lọc,3,105000.0,9000,27000,0.0,0.0,78000.0,74.3
ORD00934,2026-07-25,Đại lý,SKU007,Trà gừng mật ong,Giữ ấm,1,38600.0,11000,11000,0.0,0.0,27600.0,71.5
ORD00935,2026-07-25,TikTok Shop,SKU007,Trà gừng mật ong,Giữ ấm,3,116200.0,11000,33000,0.16,18592.0,64608.0,55.6
ORD00936,2026-07-25,TikTok Shop,SKU006,Trà hoa đậu biếc,An thần,2,62800.0,8800,17600,0.16,10048.0,35152.0,56.0
ORD00937,2026-07-25,TikTok Shop,SKU007,Trà gừng mật ong,Giữ ấm,1,38900.0,11000,11000,0.16,6224.0,21676.0,55.7
ORD00938,2026-07-25,TikTok Shop,SKU007,Trà gừng mật ong,Giữ ấm,2,74000.0,11000,22000,0.16,11840.0,40160.0,54.3
ORD00939,2026-07-25,Shopee,SKU003,Trà diếp cá rau má,Detox,3,128000.0,10500,31500,0.13,16640.0,79860.0,62.4
ORD00940,2026-07-25,TikTok Shop,SKU006,Trà hoa đậu biếc,An thần,3,100200.0,8800,26400,0.16,16032.0,57768.0,57.7
ORD00941,2026-07-25,Đại lý,SKU006,Trà hoa đậu biếc,An thần,1,33200.0,8800,8800,0.0,0.0,24400.0,73.5
ORD00942,2026-07-25,TikTok Shop,SKU005,Trà hoa cúc an thần,An thần,2,75500.0,9500,19000,0.16,12080.0,44420.0,58.8
ORD00943,2026-07-25,Shopee,SKU003,Trà diếp cá rau má,Detox,3,124800.0,10500,31500,0.13,16224.0,77076.0,61.8
ORD00944,2026-07-25,Shopee,SKU007,Trà gừng mật ong,Giữ ấm,2,74100.0,11000,22000,0.13,9633.0,42467.0,57.3
ORD00945,2026-07-25,TikTok Shop,SKU002,Trà lá nam sen ổi,Thanh lọc,2,64900.0,8500,17000,0.16,10384.0,37516.0,57.8
ORD00946,2026-07-25,Zalo/Fanpage,SKU001,Trà atiso thanh lọc,Thanh lọc,2,66900.0,9000,18000,0.0,0.0,48900.0,73.1
ORD00947,2026-07-25,Shopee,SKU003,Trà diếp cá rau má,Detox,2,79300.0,10500,21000,0.13,10309.0,47991.0,60.5
ORD00948,2026-07-25,TikTok Shop,SKU004,Trà cà leo gai giảm cân,Detox,1,51100.0,15000,15000,0.16,8176.0,27924.0,54.6
ORD00949,2026-07-25,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,1,55800.0,15000,15000,0.13,7254.0,33546.0,60.1
ORD00950,2026-07-25,Shopee,SKU002,Trà lá nam sen ổi,Thanh lọc,2,64100.0,8500,17000,0.13,8333.0,38767.0,60.5
ORD00951,2026-07-26,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,2,107800.0,15000,30000,0.13,14014.0,63786.0,59.2
ORD00952,2026-07-26,Zalo/Fanpage,SKU007,Trà gừng mật ong,Giữ ấm,2,79200.0,11000,22000,0.0,0.0,57200.0,72.2
ORD00953,2026-07-26,Zalo/Fanpage,SKU005,Trà hoa cúc an thần,An thần,3,113300.0,9500,28500,0.0,0.0,84800.0,74.8
ORD00954,2026-07-26,Đại lý,SKU004,Trà cà leo gai giảm cân,Detox,1,55500.0,15000,15000,0.0,0.0,40500.0,73.0
ORD00955,2026-07-26,Zalo/Fanpage,SKU003,Trà diếp cá rau má,Detox,2,82800.0,10500,21000,0.0,0.0,61800.0,74.6
ORD00956,2026-07-26,Zalo/Fanpage,SKU004,Trà cà leo gai giảm cân,Detox,2,102600.0,15000,30000,0.0,0.0,72600.0,70.8
ORD00957,2026-07-26,Zalo/Fanpage,SKU002,Trà lá nam sen ổi,Thanh lọc,1,30700.0,8500,8500,0.0,0.0,22200.0,72.3
ORD00958,2026-07-26,TikTok Shop,SKU006,Trà hoa đậu biếc,An thần,2,66500.0,8800,17600,0.16,10640.0,38260.0,57.5
ORD00959,2026-07-26,Zalo/Fanpage,SKU001,Trà atiso thanh lọc,Thanh lọc,1,34100.0,9000,9000,0.0,0.0,25100.0,73.6
ORD00960,2026-07-26,Zalo/Fanpage,SKU007,Trà gừng mật ong,Giữ ấm,2,74500.0,11000,22000,0.0,0.0,52500.0,70.5
ORD00961,2026-07-26,TikTok Shop,SKU002,Trà lá nam sen ổi,Thanh lọc,2,60400.0,8500,17000,0.16,9664.0,33736.0,55.9
ORD00962,2026-07-26,Zalo/Fanpage,SKU002,Trà lá nam sen ổi,Thanh lọc,1,29800.0,8500,8500,0.0,0.0,21300.0,71.5
ORD00963,2026-07-26,Shopee,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,3,106400.0,9800,29400,0.13,13832.0,63168.0,59.4
ORD00964,2026-07-26,Zalo/Fanpage,SKU005,Trà hoa cúc an thần,An thần,3,112300.0,9500,28500,0.0,0.0,83800.0,74.6
ORD00965,2026-07-26,TikTok Shop,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,1,35200.0,9800,9800,0.16,5632.0,19768.0,56.2
ORD00966,2026-07-27,TikTok Shop,SKU004,Trà cà leo gai giảm cân,Detox,2,107000.0,15000,30000,0.16,17120.0,59880.0,56.0
ORD00967,2026-07-27,TikTok Shop,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,1,35900.0,9800,9800,0.16,5744.0,20356.0,56.7
ORD00968,2026-07-27,Shopee,SKU007,Trà gừng mật ong,Giữ ấm,1,38500.0,11000,11000,0.13,5005.0,22495.0,58.4
ORD00969,2026-07-27,TikTok Shop,SKU007,Trà gừng mật ong,Giữ ấm,2,81400.0,11000,22000,0.16,13024.0,46376.0,57.0
ORD00970,2026-07-27,Shopee,SKU005,Trà hoa cúc an thần,An thần,3,114400.0,9500,28500,0.13,14872.0,71028.0,62.1
ORD00971,2026-07-27,Shopee,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,1,34900.0,9800,9800,0.13,4537.0,20563.0,58.9
ORD00972,2026-07-27,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,3,167900.0,15000,45000,0.13,21827.0,101073.0,60.2
ORD00973,2026-07-27,TikTok Shop,SKU007,Trà gừng mật ong,Giữ ấm,2,81200.0,11000,22000,0.16,12992.0,46208.0,56.9
ORD00974,2026-07-27,Zalo/Fanpage,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,3,101900.0,9800,29400,0.0,0.0,72500.0,71.1
ORD00975,2026-07-27,Shopee,SKU006,Trà hoa đậu biếc,An thần,3,97700.0,8800,26400,0.13,12701.0,58599.0,60.0
ORD00976,2026-07-28,Shopee,SKU006,Trà hoa đậu biếc,An thần,1,33200.0,8800,8800,0.13,4316.0,20084.0,60.5
